,Secciones,Indicadores de renta media y mediana,Periodo,Total
186319,2813201006 San Martín de la Vega sección 01006,Renta neta media por hogar,2021,29.272
186361,2813201007 San Martín de la Vega sección 01007,Renta neta media por hogar,2021,39.827
186403,2813201008 San Martín de la Vega sección 01008,Renta neta media por hogar,2021,33.027
186529,2813301001 San Martín de Valdeiglesias sección 01001,Renta neta media por hogar,2021,32.990
186571,2813301002 San Martín de Valdeiglesias sección 01002,Renta neta media por hogar,2021,32.036
186613,2813301003 San Martín de Valdeiglesias sección 01003,Renta neta media por hogar,2021,25.255
186655,2813301004 San Martín de Valdeiglesias sección 01004,Renta neta media por hogar,2021,30.786
186781,2813401001 San Sebastián de los Reyes sección 01001,Renta neta media por hogar,2021,27.799
186823,2813401002 San Sebastián de los Reyes sección 01002,Renta neta media por hogar,2021,28.129
186865,2813401003 San Sebastián de los Reyes sección 01003,Renta neta media por hogar,2021,28.226
186907,2813401004 San Sebastián de los Reyes sección 01004,Renta neta media por hogar,2021,32.726
186949,2813401005 San Sebastián de los Reyes sección 01005,Renta neta media por hogar,2021,29.103
186991,2813401006 San Sebastián de los Reyes sección 01006,Renta neta media por hogar,2021,32.765
187033,2813401007 San Sebastián de los Reyes sección 01007,Renta neta media por hogar,2021,31.894
187075,2813401008 San Sebastián de los Reyes sección 01008,Renta neta media por hogar,2021,32.017
187117,2813401009 San Sebastián de los Reyes sección 01009,Renta neta media por hogar,2021,31.420
187159,2813401010 San Sebastián de los Reyes sección 01010,Renta neta media por hogar,2021,30.053
187201,2813401011 San Sebastián de los Reyes sección 01011,Renta neta media por hogar,2021,29.198
187243,2813401012 San Sebastián de los Reyes sección 01012,Renta neta media por hogar,2021,33.683
187285,2813401014 San Sebastián de los Reyes sección 01014,Renta neta media por hogar,2021,29.660
187327,2813401015 San Sebastián de los Reyes sección 01015,Renta neta media por hogar,2021,28.973
187369,2813401017 San Sebastián de los Reyes sección 01017,Renta neta media por hogar,2021,31.629
187411,2813401018 San Sebastián de los Reyes sección 01018,Renta neta media por hogar,2021,35.852
187453,2813401019 San Sebastián de los Reyes sección 01019,Renta neta media por hogar,2021,34.498
187495,2813401020 San Sebastián de los Reyes sección 01020,Renta neta media por hogar,2021,29.105
187537,2813401021 San Sebastián de los Reyes sección 01021,Renta neta media por hogar,2021,31.561
187579,2813401022 San Sebastián de los Reyes sección 01022,Renta neta media por hogar,2021,26.856
187621,2813401023 San Sebastián de los Reyes sección 01023,Renta neta media por hogar,2021,30.492
187663,2813401024 San Sebastián de los Reyes sección 01024,Renta neta media por hogar,2021,28.787
187705,2813401025 San Sebastián de los Reyes sección 01025,Renta neta media por hogar,2021,33.072
187747,2813401026 San Sebastián de los Reyes sección 01026,Renta neta media por hogar,2021,36.316
187789,2813401027 San Sebastián de los Reyes sección 01027,Renta neta media por hogar,2021,38.881
187831,2813401028 San Sebastián de los Reyes sección 01028,Renta neta media por hogar,2021,31.132
187873,2813401029 San Sebastián de los Reyes sección 01029,Renta neta media por hogar,2021,36.569
187915,2813401030 San Sebastián de los Reyes sección 01030,Renta neta media por hogar,2021,53.411
187957,2813401031 San Sebastián de los Reyes sección 01031,Renta neta media por hogar,2021,47.675
187999,2813401032 San Sebastián de los Reyes sección 01032,Renta neta media por hogar,2021,88.769
188041,2813401033 San Sebastián de los Reyes sección 01033,Renta neta media por hogar,2021,88.769
188083,2813401034 San Sebastián de los Reyes sección 01034,Renta neta media por hogar,2021,49.507
188125,2813401035 San Sebastián de los Reyes sección 01035,Renta neta media por hogar,2021,52.465
188167,2813401036 San Sebastián de los Reyes sección 01036,Renta neta media por hogar,2021,44.357
188209,2813401037 San Sebastián de los Reyes sección 01037,Renta neta media por hogar,2021,56.174
188251,2813401038 San Sebastián de los Reyes sección 01038,Renta neta media por hogar,2021,50.929
188293,2813401039 San Sebastián de los Reyes sección 01039,Renta neta media por hogar,2021,47.321
188335,2813401040 San Sebastián de los Reyes sección 01040,Renta neta media por hogar,2021,51.573
188377,2813401041 San Sebastián de los Reyes sección 01041,Renta neta media por hogar,2021,49.190
188419,2813401042 San Sebastián de los Reyes sección 01042,Renta neta media por hogar,2021,38.719
188461,2813401043 San Sebastián de los Reyes sección 01043,Renta neta media por hogar,2021,83.555
188503,2813401044 San Sebastián de los Reyes sección 01044,Renta neta media por hogar,2021,46.951
188545,2813401045 San Sebastián de los Reyes sección 01045,Renta neta media por hogar,2021,55.524
188587,2813401046 San Sebastián de los Reyes sección 01046,Renta neta media por hogar,2021,49.658
188629,2813401047 San Sebastián de los Reyes sección 01047,Renta neta media por hogar,2021,47.101
188671,2813401048 San Sebastián de los Reyes sección 01048,Renta neta media por hogar,2021,50.492
188713,2813401049 San Sebastián de los Reyes sección 01049,Renta neta media por hogar,2021,45.497
188755,2813401050 San Sebastián de los Reyes sección 01050,Renta neta media por hogar,2021,50.876
188797,2813401051 San Sebastián de los Reyes sección 01051,Renta neta media por hogar,2021,53.917
188839,2813401052 San Sebastián de los Reyes sección 01052,Renta neta media por hogar,2021,51.488
188881,2813401053 San Sebastián de los Reyes sección 01053,Renta neta media por hogar,2021,45.642
188923,2813401054 San Sebastián de los Reyes sección 01054,Renta neta media por hogar,2021,53.301
188965,2813401055 San Sebastián de los Reyes sección 01055,Renta neta media por hogar,2021,34.791
189007,2813401056 San Sebastián de los Reyes sección 01056,Renta neta media por hogar,2021,71.440
189049,2813401057 San Sebastián de los Reyes sección 01057,Renta neta media por hogar,2021,57.052
189175,2813501001 Santa María de la Alameda sección 01001,Renta neta media por hogar,2021,26.501
189301,2813601001 Santorcaz sección 01001,Renta neta media por hogar,2021,31.121
189427,"2813701001 Santos de la Humosa, Los sección 01001",Renta neta media por hogar,2021,35.192
189553,"2813801001 Serna del Monte, La sección 01001",Renta neta media por hogar,2021,27.665
189679,2814001001 Serranillos del Valle sección 01001,Renta neta media por hogar,2021,39.384
189721,2814001002 Serranillos del Valle sección 01002,Renta neta media por hogar,2021,47.932
189763,2814001003 Serranillos del Valle sección 01003,Renta neta media por hogar,2021,40.745
189889,2814101001 Sevilla la Nueva sección 01001,Renta neta media por hogar,2021,41.472
189931,2814101002 Sevilla la Nueva sección 01002,Renta neta media por hogar,2021,35.478
189973,2814101003 Sevilla la Nueva sección 01003,Renta neta media por hogar,2021,37.662
190015,2814101004 Sevilla la Nueva sección 01004,Renta neta media por hogar,2021,45.973
190141,2814301001 Somosierra sección 01001,Renta neta media por hogar,2021,27.228
190267,2814401001 Soto del Real sección 01001,Renta neta media por hogar,2021,41.971
190309,2814401002 Soto del Real sección 01002,Renta neta media por hogar,2021,51.057
190351,2814401003 Soto del Real sección 01003,Renta neta media por hogar,2021,53.801
190393,2814401004 Soto del Real sección 01004,Renta neta media por hogar,2021,51.542
190519,2814501001 Talamanca de Jarama sección 01001,Renta neta media por hogar,2021,38.077
190561,2814501002 Talamanca de Jarama sección 01002,Renta neta media por hogar,2021,31.299
190687,2814601001 Tielmes sección 01001,Renta neta media por hogar,2021,28.829
190813,2814701001 Titulcia sección 01001,Renta neta media por hogar,2021,32.282
190939,2814801001 Torrejón de Ardoz sección 01001,Renta neta media por hogar,2021,29.711
190981,2814801002 Torrejón de Ardoz sección 01002,Renta neta media por hogar,2021,36.874
191023,2814801003 Torrejón de Ardoz sección 01003,Renta neta media por hogar,2021,30.978
191065,2814801004 Torrejón de Ardoz sección 01004,Renta neta media por hogar,2021,35.613
191107,2814801005 Torrejón de Ardoz sección 01005,Renta neta media por hogar,2021,26.432
191149,2814801006 Torrejón de Ardoz sección 01006,Renta neta media por hogar,2021,29.886
191191,2814801007 Torrejón de Ardoz sección 01007,Renta neta media por hogar,2021,32.354
191233,2814801008 Torrejón de Ardoz sección 01008,Renta neta media por hogar,2021,28.426
191275,2814801009 Torrejón de Ardoz sección 01009,Renta neta media por hogar,2021,28.563
191317,2814801010 Torrejón de Ardoz sección 01010,Renta neta media por hogar,2021,37.272
191359,2814801011 Torrejón de Ardoz sección 01011,Renta neta media por hogar,2021,40.325
191401,2814801012 Torrejón de Ardoz sección 01012,Renta neta media por hogar,2021,42.593
191443,2814801013 Torrejón de Ardoz sección 01013,Renta neta media por hogar,2021,32.637
191485,2814801014 Torrejón de Ardoz sección 01014,Renta neta media por hogar,2021,35.423
191527,2814801015 Torrejón de Ardoz sección 01015,Renta neta media por hogar,2021,33.501
191569,2814801016 Torrejón de Ardoz sección 01016,Renta neta media por hogar,2021,34.186
191611,2814801017 Torrejón de Ardoz sección 01017,Renta neta media por hogar,2021,36.328
191653,2814801018 Torrejón de Ardoz sección 01018,Renta neta media por hogar,2021,44.948
191695,2814801019 Torrejón de Ardoz sección 01019,Renta neta media por hogar,2021,45.309
191737,2814801020 Torrejón de Ardoz sección 01020,Renta neta media por hogar,2021,42.958
191779,2814801021 Torrejón de Ardoz sección 01021,Renta neta media por hogar,2021,35.698
191821,2814801022 Torrejón de Ardoz sección 01022,Renta neta media por hogar,2021,39.973
191863,2814801023 Torrejón de Ardoz sección 01023,Renta neta media por hogar,2021,35.696
191905,2814801024 Torrejón de Ardoz sección 01024,Renta neta media por hogar,2021,42.691
191947,2814801025 Torrejón de Ardoz sección 01025,Renta neta media por hogar,2021,34.178
192031,2814802001 Torrejón de Ardoz sección 02001,Renta neta media por hogar,2021,39.428
192073,2814802002 Torrejón de Ardoz sección 02002,Renta neta media por hogar,2021,34.760
192115,2814802003 Torrejón de Ardoz sección 02003,Renta neta media por hogar,2021,27.958
192157,2814802004 Torrejón de Ardoz sección 02004,Renta neta media por hogar,2021,30.535
192199,2814802005 Torrejón de Ardoz sección 02005,Renta neta media por hogar,2021,31.172
192241,2814802006 Torrejón de Ardoz sección 02006,Renta neta media por hogar,2021,29.812
192283,2814802007 Torrejón de Ardoz sección 02007,Renta neta media por hogar,2021,27.108
192325,2814802008 Torrejón de Ardoz sección 02008,Renta neta media por hogar,2021,26.937
192367,2814802009 Torrejón de Ardoz sección 02009,Renta neta media por hogar,2021,37.400
192409,2814802010 Torrejón de Ardoz sección 02010,Renta neta media por hogar,2021,38.184
192451,2814802011 Torrejón de Ardoz sección 02011,Renta neta media por hogar,2021,40.117
192493,2814802012 Torrejón de Ardoz sección 02012,Renta neta media por hogar,2021,38.075
192535,2814802013 Torrejón de Ardoz sección 02013,Renta neta media por hogar,2021,36.112
192577,2814802014 Torrejón de Ardoz sección 02014,Renta neta media por hogar,2021,38.349
192619,2814802015 Torrejón de Ardoz sección 02015,Renta neta media por hogar,2021,51.034
192661,2814802016 Torrejón de Ardoz sección 02016,Renta neta media por hogar,2021,38.099
192703,2814802017 Torrejón de Ardoz sección 02017,Renta neta media por hogar,2021,32.109
192745,2814802018 Torrejón de Ardoz sección 02018,Renta neta media por hogar,2021,50.765
192787,2814802019 Torrejón de Ardoz sección 02019,Renta neta media por hogar,2021,35.230
192829,2814802020 Torrejón de Ardoz sección 02020,Renta neta media por hogar,2021,41.606
192871,2814802021 Torrejón de Ardoz sección 02021,Renta neta media por hogar,2021,39.216
192913,2814802022 Torrejón de Ardoz sección 02022,Renta neta media por hogar,2021,33.103
192955,2814802023 Torrejón de Ardoz sección 02023,Renta neta media por hogar,2021,44.782
192997,2814802024 Torrejón de Ardoz sección 02024,Renta neta media por hogar,2021,40.839
193039,2814802025 Torrejón de Ardoz sección 02025,Renta neta media por hogar,2021,45.006
193081,2814802026 Torrejón de Ardoz sección 02026,Renta neta media por hogar,2021,49.821
193165,2814803001 Torrejón de Ardoz sección 03001,Renta neta media por hogar,2021,27.367
193207,2814803002 Torrejón de Ardoz sección 03002,Renta neta media por hogar,2021,25.112
193249,2814803003 Torrejón de Ardoz sección 03003,Renta neta media por hogar,2021,28.660
193291,2814803005 Torrejón de Ardoz sección 03005,Renta neta media por hogar,2021,34.590
193333,2814803006 Torrejón de Ardoz sección 03006,Renta neta media por hogar,2021,58.363
193375,2814803007 Torrejón de Ardoz sección 03007,Renta neta media por hogar,2021,37.384
193417,2814803008 Torrejón de Ardoz sección 03008,Renta neta media por hogar,2021,36.247
193459,2814803009 Torrejón de Ardoz sección 03009,Renta neta media por hogar,2021,39.597
193543,2814804001 Torrejón de Ardoz sección 04001,Renta neta media por hogar,2021,31.093
193585,2814804002 Torrejón de Ardoz sección 04002,Renta neta media por hogar,2021,28.747
193627,2814804003 Torrejón de Ardoz sección 04003,Renta neta media por hogar,2021,38.791
193669,2814804004 Torrejón de Ardoz sección 04004,Renta neta media por hogar,2021,33.100
193711,2814804005 Torrejón de Ardoz sección 04005,Renta neta media por hogar,2021,29.068
193753,2814804006 Torrejón de Ardoz sección 04006,Renta neta media por hogar,2021,31.821
193795,2814804007 Torrejón de Ardoz sección 04007,Renta neta media por hogar,2021,26.995
193837,2814804008 Torrejón de Ardoz sección 04008,Renta neta media por hogar,2021,33.944
193879,2814804009 Torrejón de Ardoz sección 04009,Renta neta media por hogar,2021,26.438
193921,2814804010 Torrejón de Ardoz sección 04010,Renta neta media por hogar,2021,35.306
193963,2814804011 Torrejón de Ardoz sección 04011,Renta neta media por hogar,2021,34.421
194005,2814804012 Torrejón de Ardoz sección 04012,Renta neta media por hogar,2021,28.464
194047,2814804013 Torrejón de Ardoz sección 04013,Renta neta media por hogar,2021,33.572
194089,2814804014 Torrejón de Ardoz sección 04014,Renta neta media por hogar,2021,27.242
194131,2814804015 Torrejón de Ardoz sección 04015,Renta neta media por hogar,2021,27.956
194173,2814804016 Torrejón de Ardoz sección 04016,Renta neta media por hogar,2021,28.768
194215,2814804017 Torrejón de Ardoz sección 04017,Renta neta media por hogar,2021,26.839
194257,2814804018 Torrejón de Ardoz sección 04018,Renta neta media por hogar,2021,34.070
194299,2814804019 Torrejón de Ardoz sección 04019,Renta neta media por hogar,2021,38.427
